Vedio link,Video title,Timing Start,Timing End,Over All Label,Aspect_1,Aspect_Comp_label_1,Label_Complaint_1,timing_1,Aspect_1 Reasonings,Aspect_2,Aspect_Comp_label_2,Label_Complaint_2,timing_2,Aspect_2 Reasonings,Aspect_3,Aspect_Comp_label_3,Label_Complaint_3,timing_3,Aspect_3 Reasonings,Aspect_4,Aspect_Comp_label_4,Label_Complaint_4,timing_4,Aspect_4 Reasonings
https://youtu.be/u_dUsCupr0Y?si=pe-qMHm0-Vk1Usl7,"Bank of Baroda, Scam, Digital Banking",0:00,7:45,0,Transactions,0,App Malfunction,0:05,B.O.B. World app lost 22 lakh rupees,Customer service,0,Ban on App,0:15,RBI imposed ban due to security issues,Customer Impact,0,Financial Loss,0:20,362 customers affected,Regulatory Action,0,Enforcement,0:25,RBI takes strict measures against bank
https://youtu.be/L4Vlf6Cx518?si=n_MfNvAIdSzc5UUq,Best Day to Pay Credit Card Bill for 800+ Credit Score,0:00,7:39,0,claimed benifits,0,No complaint,,No cause,Transaction,0,No complaint,,No cause,,,,,,,,,,
https://youtube.com/shorts/0XeTpNcLuRY?si=y1JlX2HHH-kfWSFE,Bank Will Pay You Rs 100 everyday for failed UPI Transaction,0:00,0.31,0,Transaction,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/BahPDMYqeuY?si=2ju5eYl_wMOvERnr,How To Open Fixed Deposit (FD) In Punjab National Bank | Pnb Fd Online In Pnb One App,0:00,7:21,0,Service Types,0,No complaint,,No cause,Transaction,0,No complaint,,No cause,,,,,,,,,,
https://youtu.be/uArNf8kzWFU?si=bwaCmjbURw3nlfiC,PhonePe Fraud Call | फोनपे फ्रॉड कॉल से कैसे बचें | Win Rs. 4999 Cashback Reward From PhonePe,0:00,7:16,0,Customer Service,0,No complaint,,No cause,Transaction,0,No complaint,,No cause,,,,,,,,,,
बैंक OTP लेने का नया तरीका | NEW INTERNET BANKING BASED FRAUD,,0:00,7:13,1,Transactions,1,Threatening with account hold,0:05,Scam tactic to obtain OTP,Customer service,1,False urgency in bank threat,0:15,Misleading information to coerce action,Service types,1,Potential account security breach,0:25,Warning against sharing sensitive information,Claimed benefit,1,"None, as it was a scam",0:30,Bank's approach to handling such scams
https://youtu.be/bLC0RvMYVzA?si=FJ7MyL_XRYq54NTm,Happy Banking | PCU,0:00,0.30,0,Service Types,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/kYRoAozdbRY?si=yj8gl_bzZcnEcJUV,PhonePe से फ्राड | Live देख लो फ्राड ने मुझे लूट लिया 😱 Phone Pe Cashback Fraud call,0:00,7:05,0,Customer Service,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/jHzJj38--9M?si=6gkro3A-oiS2zJ4i,IPPB - Indian Post Payment Bank 0 Balance Account - Full Review,0:00,7:02,0,service type,0,No complaint,,No cause,Transaction,0,No complaint,,No cause,Customer Service,0,No complaint,,No cause,,,,,
https://youtu.be/1vnocHAgMsk?si=yB_DKhnmP3S4Uilo,sbi net banking money transfer | sbi to other bank money transfer | net banking se money kaise bheje,0:00,6:49,0,Transaction,0,No complaint,,No cause,Customer Service,0,No complaint,,No cause,,,,,,,,,,
https://youtu.be/b9LAjIqwsMg?si=l9n1uMfEIs5DkFSH,SBI Net Banking Online Registration | Sbi Net banking Kaise Kare | Sbi Net Banking,0:00,6:39,0,Service Types,0,No complaint,,No cause,Customer Service,0,No complaint,,No cause,,,,,,,,,,
https://youtu.be/2cRPRzKuvP0?si=FHMMzdQB-SDNdcWn,5 crore rupees fraud | scammers got arrested by police - Digital Sudhir,0:00,6:00,1,Transactions,1,Suraj involved in fraudulent activities using fake SIMs and spoof websites.,0:10,Suraj bought fake SIMs using others' KYC and created spoof websites mimicking legitimate ones.,Customer service,1,Suraj's operation involved buying accounts and sharing profits with the account providers.,0:50,Suraj manipulated account holders to gain control and profit from fraudulent transactions.,Claimed benefit,1,Fraud details worth at least 5 crores uncovered; fraudulently obtained money from victims across India.,1:20,Investigation revealed extensive fraud network and significant financial losses for victims.,Service types,1,Explanation of how spoof websites and fake SIMs were used for fraud.,2:00,Detailed technical overview of the tools and methods used in the fraudulent activities.
https://youtu.be/xRzWEzI3pCo?si=50YUrGyhCsreKMpo,"How to Use Axis Bank Internet Banking | Review All Option, Functions & Features | In Hindi",0:00,5:52,0,Customer Service,0,No complaint,,No cause,Transaction,0,No complaint,,No cause,,,,,,,,,,
https://youtu.be/-jzCTCZuyx0?si=E-OxRcrMqB-RW6B5,Phonepe UPI payment not allowed,0:0,5:39,1,Transaction,1,Account related issue .UPI payments are not allowed on other your account type or the receiver's account type,0:49,Technical isuue in bank account,Service types,1,If the candidate age is not eligible thats why the problem is occured,,Candiadte age is not eligible,,,,,,,,,,
https://youtu.be/CVy-L8Qhxps?si=2dWr2_Blo-05xPzi,अब UPI करने पर भी चार्ज लगेगा। PayTM PhonePe GoolePay UPI,0:00,5:32,0,transaction,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/7nS4QOor7sw?si=8R4PmjK67xg4Gc3n,Delightful Customer Experience - State Bank of Happiness,0:00,0.23,0,Service Types,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/DLxdo7L4QL8?si=UCBPIOLqXJXXlAX7,Delightful Customer Experience - State Bank of Happiness,0:00,0.23,0,Customer Service,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/bfUuKMM6RuQ?si=SrGjXBWxviAMPqEh,"Failed Transaction, PhonePe, Refund",0:00,5:25,1,Transaction,1,Verify Transaction,0:05,Ensure money is actually deducted,Service types,1,Check for Reversal,0:10,Confirm if money was credited back,Step-by-step,1,Transaction Audit,0:15,Thoroughly check linked accounts,Verification,1,Bank Account Linkage,0:18,Ensure all account details are correct
https://youtu.be/xU5xQITEZxM?si=4vOcF1aknFnBfeHt,How to Open RD Account Online in Punjab National Bank - PNB ONE | PNB Recurring Deposit Scheme,0:00,5:24,0,customer Service,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/mGXL3xzBINQ?si=3GHEnUfYVeC4HshH,Bank Fraud: Loan Sanction Cheating,0:00,5:19,0,Transactions,0,Amount Discrepancy,0:05,Loan sanctioned but not fully disbursed,Service types,0,Reduced Loan Amount,0:20,Bank deducts amount from sanctioned loan,Misleading Practices,0,Full Sanction Misrepresentation,0:25,Banks mislead customers about loan disbursement,Customer Awareness,0,Informative,0:28,Educating about loan disbursement practices
https://youtu.be/kaw7eAfdVvA?si=C-WtoGXFwuuKUa0y,ICICI Bank Internet Banking Activation 2021 - Full Process,0:00,5:17,0,Service Types,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/OMSynBNgrNA?si=Q_XQQgaDS1gb8u0T,अब UPI Payment पर 1 अप्रैल से पैसे कटेंगे? आसान भाषा में पूरा सच जान लीजिए,0:00,5:01,0,service type,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/Qqm-Npq6PLY?si=Zf2QlWymFjJ0f9Lh,Google pay phonepe paytm kaun sa achcha hai | Online payment ke liye kaun sa app accha hai |,0:00,4:59,0,service type,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/hngmMlFjpjo?si=cnhUV2j2GWUqhGQh,How to do IOB Mobile Banking Registration? Activate IOB Mobile Banking in few minutes!,0:00,4:58,0,Service Types,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/HQlmnRX64rQ?si=e_3G-5_hnydT-3TC,Cyber Fraud Explained,0:00,4:47,0,Transactions,0,Unauthorized transactions,0:10,"Money deducted via Paytm, PhonePe, or directly from the account",Service types,0,Various types of cyber scams,0:15,Fraudsters find new scams every day,RBI guidelines,0,Reporting cyber fraud,0:25,Importance of awareness and reporting to RBI,Complaint process,0,Steps to take after fraud,0:30,Reporting to the bank and RBI
https://youtu.be/HQlmnRX64rQ?si=wsXonmK6OabgUw1b,Online Fraud में कट गए पैसे? ये है पैसे वापस पाने का तरीका...| Cyber Crime | RBI | Tech News,0:00,4:47,0,Claimed Benifit,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/xaaMARjzTxo?si=pG5FAtPIAaKJyHXr,Indian Overseas Bank - Internet Banking - Fund Transfer,0:00,4:40,0,Transaction,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/LP6PnpH0Huc?si=3iM8664AWdcOZR18,Google pay se paise transfer nahi ho raha hai,0.0,4:37,1,Transaction,1,Money was not debited,1:06,In the transaction process money is not debited,Service types,0,No cause,,No cause,,,,,,,,,,
https://youtu.be/sUbr1M-x8pg?si=hU-4e7VNrBvk7QrX,Google pay money transfer problem,0:0,4:29,1,Transaction,1,The money has not devided..Check UPI limit for bank.,0:40,There are a fix UPI transaction limit.,Service types,1,When new account create then the problem occured,,Due to an old account in same bank,,,,,,,,,,
https://youtu.be/8vKp8xlujJw?si=V09dfGpvB9JCVhVZ,How to claim Airtel recharge benefits,0:0,4:23,1,Customer service,1,When customer put the amount that he want to sent then seen that you reach  the UPI Payment limit set by your bank.please try again after 24 hours.,0:54,Payment limit has been exceeded,Transaction,0,,,No Cause,,,,,,,,,,
https://www.facebook.com/share/v/MYSsPFzqAwjNE122/,Happy Customer Service Month,0.00,0.17,0,Customer Service,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/u_yAwQEEI2I?si=wBjvGL5ENUGr0Ux6,Post office account net banking activation | How to activate net banking in post office account,0:00,4:02,0,Service Types,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/BQ6wbT9TamY?si=RSWyTPJvrtSj5VpS,UTR number kya hota hai ( UTR no ka use kaise kare ) transaction id ka jarurat kab padta hai [hindi],0:00,3:58,0,customer service,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/I8xmele_MAk?si=aO0Vb6L_7H4Kt5kZ,How to Transfer Money Using Axis Net Banking | Axis Netbanking,0:00,3:51,0,Transaction,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/SZnhSMN5l_g?si=BiYJPvfZEAaZOsN9,How bank account takeover scams work and can happen at any bank,0:00,3:47,0,Claimed Benifit,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/dGflyj2FJkg?si=J5m5rJUps-KwUaxw,Phonepe Payment Limit Exceed Problem Solved,0:0,3:34,1,Transaction,1,Payment declined,0:35,you have already reach the maximum number of UPI payment allowed in one day for person to person transfer,Service types,0,,,no cause,,,,,,,,,,
https://youtu.be/5xf0OREbO6I?si=x-cxcAJa2Z8Vrg89,Fix could not initiate transaction please try again in phone pe,0:0,3:26,1,Transaction,1,Could not initiate transaction please try again later.,0:21,Transaction problem,Customer service,0,,,No cause,,,,,,,,,,
https://youtube.com/shorts/5khB4HIJU0Q?si=yCDvO-StZg4AbuaZ,😵‍💫 Beware of such Online Scams | New UPI SCAM⚠️ | Check Transaction no. #shorts #security #gpay,0.0,0.14,1,Transaction,1,UPI scam,0.03,Transaction no and time as message sent its a scam,,,,,,,,,,,,,,,
https://youtu.be/La_47E7tbaY?si=ajv03dHbFKmhn3oV,Google Pay Se Paise Transfer Nahi Ho Raha Hai,0:0,3:15,1,Transaction,1,The money will be refunded.The bank may take 3 days to process the refund.check your bank statement,2:15,Wrong transaction,,,,,,,,,,,,,,,
https://youtu.be/Kqx5lXysRrI?si=RFmV4y3dn7GhuDPo,Phonepe me account related issue kyo bata raha hai,0:0,3:14,1,Transaction,1,UPI payment are not allowed on either account type or the receiver's account type,0:12,the account is minor ,,,,,,,,,,,,,,,
https://youtu.be/8CrQGFLWWl0?si=MuDAJKE3J0OuS_JG,Payment failed reason on Debit or Credit card,0:0,3:13,1,Service types,1,Payment failed,0:11,"If not set the ATM limit,Current limit then the problem ocurred",,,,,,,,,,,,,,,
https://youtu.be/avND93V9Z1U?si=z6XRZ79WkJPDsazL,"SBI, Unauthorized Transaction, Complaint, Fraudulent Transaction",0:00,3:04,0,Transactions,0,Official Website,0:10,Options to register complaints,Service types,0,Complaint Registration,0:15,How to register a complaint on SBI's website,Fraudulent Transaction,0,Prevention & Reporting,0:20,Steps to take if unauthorized transactions occur,User Education,0,Resources,0:25,Emphasis on using official channels
https://youtu.be/KYoWBcLKjiY?si=acKVIEJKHQGa_aeh,"Dear Your Account is Credited with Rs 38,800 withdraw directly in your bank message",0:00,2:59,0,transaction,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/fuC1yGhcTCc?si=hQEkewyt8ZHBjiJD,Unauthorized Transactions from Fixed Deposit,0:00,2:54,1,Transactions,1,Fixed deposit account issue,0:30,Concerns over money laundering,Customer service,1,Lack of bank communication,1:00,OTP security,Service types,1,Bank liability clarification,1:20,Preventing unauthorized access,,,,,
https://youtu.be/6xrfqH3EBoI?si=bVEkQhzZu5S0IcJ8,Phonepe Protect Activated Problem Permanent Problem,0:0,2:45,1,Transaction,1,Phonepe protect activated,0:34,If the person you are sending money to has already filed a report against you or their number is not saved in your wallet or mobile,Customer Service,o,No cause,,No cause,,,,,,,,,,
https://youtube.com/shorts/w90TTttw_m4?si=aHve_C0ZweJIsGht,"Incident: Mistaken transfer of ₹60,000 to wrong UPI ID",0:00,2:34,1,Transactions,1,Amount transferred to wrong UPI ID,0:10,"User mistakenly transferred ₹60,000",Customer service,1,Bank's response and support,1:15,Relationship manager's involvement,Service types,1,Recovery process details,2:10,E-mandate form and consent process,,,,,
https://youtube.com/shorts/132eYBbbe08?si=D7vzH3h3cq6qlvaJ,"Incident: Mistaken transfer of ₹60,000 to wrong UPI ID",0:00,2:34,1,Transactions,1,Amount transferred to wrong UPI ID,0:10,"User mistakenly transferred ₹60,000",Customer service,1,Bank's response and support,1:15,Relationship manager's involvement,Service types,1,Recovery process details,2:10,E-mandate form and consent process,-,,-,-,-
https://youtube.com/shorts/gA1lYstBaYg?si=s1LPNEDozJzQbyN4,Credit Card Premium Charges Issue,0:00,2:30,1,Transactions,1,Unapproved charges,0:20,Bank upgraded the credit card and applied premium charges without user consent,Customer service,1,Hidden charges,1:40,"No prior information given about the charges, leading to user confusion and complaint",Claimed benefit,1,None,N/A,N/A,Service types,1,None,N/A,N/A
https://youtube.com/shorts/hEBaBhHj3tw?si=qkOCF8P6DB8Dv1u1,Lootlo Bank Credit Card Scam,0:00,2:30,1,Customer service,1,Fake bank calls,0:10,Misleading calls from scammers,Customer service,1,OTP requests,0:20,Verification through helpline number,Security,1,Information protection,0:30,Deactivating card to prevent fraud,Policies,1,Bank protocols,0:40,Banks do not ask for sensitive info
https://www.facebook.com/share/v/CVpBefrSyLhBkstY/,"We sincerely appreciate you, our beloved customers, for choosing and banking with us. Thank you, and Happy Customer Service Week.",0:00,0.1,0,Customer Service,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/UTJIl0cM8i8?si=EqgUK-iIF58yStn2,Forgot HDFC Bank Customer ID? | How to See HDFC User ID if Forgot?,0:00,2:23,0,customer Service,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/iDEj9DRCo8A?si=onX-rqLkkgjQeTRw,RBI increases liability of banks in online banking fraud cases,0:00,2:19,0,Service Types,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtube.com/shorts/q1VKkHc0U28?si=hwpvWjN-jqjMPReO,What to do if you send money to the wrong UPI ID?,0:00,2:15,1,Transaction,1,Sent money to wrong UPI ID,0:10,"User mistakenly sent Rs. 25,000",Customer service,1,Helpline contact,0:45,Advice to call helpline and complain,Service types,1,Escalation to bank manager,1:30,Complaint to banking ombudsman,Service types,1,Consumer court recourse,2:00,Final escalation step
https://youtu.be/YTR0_lb2AvI?si=b0jPLcIQ3P7o3H_y,Phonepe money transfer problem Payment fail Your bank baseline this payment please,0:0,2:12,1,Transaction,1,Bank declined the payment,0:24,When the account gets old then the problem occured,Service types,0,,,No cause,,,,,,,,,,
https://youtube.com/shorts/n-VhV5ohP4g?si=1xbZCTF9NTQu0dYI,Scams with OTP for Receiving Money,0:00,2:10,1,Transaction,1,Receiving money scams,0:30,Misleading requests for OTP and QR code scans,Customer service,1,Educating users on safe transactions,1:10,Informing about necessary information for receiving payments,Claimed benefit,1,Avoiding scams,1:40,Prevention tips to avoid falling for scams,,,,,
https://youtube.com/shorts/rNblRBQpsBk?si=WYMF70ukWXGm-kAN,How to Handle Mistaken UPI Transactions,0:00,2:00,1,Transactions,1,Incorrect transfer,0:15,Transferred money to wrong account due to typing error.,Customer service,1,Contact bank manager within 3 days.,0:45,Bank manager may assist in fund recovery.,Claimed benefit,1,Online complaint portal,1:15,Use portal to file complaint for possible recovery.,,,,,
https://youtube.com/shorts/YD97YEDxOOY?si=B2DMWY-6rHflzWc7,Big Update for UPI Payments,0:00,2:00,1,Transactions,1,Waiting period for new payees,0:30,NPCI implements a 4-hour wait for transactions above Rs 2000 for new payees,Customer Service,1,Delay inconvenience,1:00,Shopping and immediate payments affected,-,1,-,-,-,-,,-,-,-
https://youtube.com/shorts/GKZoFpi2NN4?si=I1aH4CU1kqxBIYbw,UPI Scam Alert: QR Code Scam,0:00,1:54,1,Transaction,1,QR code scam using small test transaction,0:10,Scammer uses small test transaction to gain trust,Service types,1,Avoid using main account for daily transactions,1:10,Advice on using separate accounts for transactions,Customer service,1,Subscribe for more scam alerts,1:45,Advice to follow Anpanayat for updates,,,,,
You've reached the UPI payment limit set by your bank. Please try again after 24 hours,You've reached the UPI payment limit set by your bank. Please try again after 24 hours,0:00,1:53,1,Transaction,1,When customer put the amount that he want to sent then seen that you reach  the UPI Payment limit set by your bank.please try again after 24 hours.,0.23,By resetting UPI code or changing the ph,Service types,0,,,No Cause,,,,,,,,,,
https://youtu.be/-7tyH7Yi058?si=2bPqd7Ami9lj5gLa,Phonepe Fix UPI Limit Exceeded Problem Solve,0:0,1:50,1,Transaction,1,Payment failed issues,0:16,Every bank has a payment limit for transaction.When customer cross the limit then the problem occured,Customer Service,0,,,No Cause,,,,,,,,,,
https://youtu.be/BNj3QUFLN2s?si=pA8h7sPp_n8QReDf,Could not initiate transaction please try again phonepe,0:0,1:50,1,Transaction,1,Could not initiate transaction,0:20,Transaction failed,Service types,0,,,no cause,,,,,,,,,,
https://youtube.com/shorts/SDpzRNXc7XA?si=AGd0uAc_K0pKeBwV,Money Refund Process for Mistaken Transactions,0:00,1:50,0,Transaction,0,Incorrect transfer to wrong person,0:30,Instructions for refund process on NPCI website,Customer service,1,Refund assurance,1:10,Assurance that bank will refund the money,Claimed benefit,1,100% money refund,1:40,Confidence in getting money back,,,,,
https://youtu.be/tEEMyk9zNJk?si=5K2yYLpNWxLrFVm3,Avoid Bank Fraud,0:00,1:48,1,Transactions,1,Impersonating bank call,0:10,Scammer impersonates bank to get personal info,Transaction,1,Phishing,0:30,Warns against giving personal details over phone,Service types,1,Awareness,0:45,Advises vigilance against scams,,,,,
https://youtube.com/shorts/Rh0yGRNrXmg?si=ewqUNnN1vtK203ZQ,QR Code Payment Scam,0:00,1:45,1,Transactions,1,Unauthorized payment issue,0:10,Payment directed to scammer's bank account instead of shop's,Customer service,1,Time wastage,1:00,Both customer and shopkeeper argue over misplaced payment,Claimed benefit,1,None,N/A,N/A,Service types,0,None,N/A,N/A
https://youtube.com/shorts/PzgGJXuph9A?si=ohQvDa5MxHyFHVpa,Paytm Fraud Case in Madras High Court,0:00,1:45,1,Claimed benifit,1,Responsibility,0:15,Accountability of digital payment platforms,Customer service,1,Lack of Support,0:45,Limited options for victims,Service types,1,RBI's stance,1:10,Oversight and consumer protection,,,,,
https://youtube.com/shorts/qUWlNUlRCto?si=xY6yyGnuy07Y80kP,Understanding Cybercrime in India,0:00,1:45,1,Transaction,1,Financial fraud via UPI and Net Banking,0:15,Recent research highlights UPI and Net Banking as major fraud targets,Customer service,1,Identity theft,1:00,Risks associated with social media crimes,,,,,,,,,,
https://youtube.com/shorts/K63NsNVHp9Q?si=Ig6eDKDByvp6rql4,Understanding Cybercrime in India,0:00,1:45,1,Customer service,1,Financial fraud via UPI and Net Banking,0:15,Recent research highlights UPI and Net Banking as major fraud targets,Social Media,1,Identity theft,1:00,Risks associated with social media crimes,,1,,,,,,,,
https://youtube.com/shorts/_TOELm7h0yU?si=ZNR6zJMFgd_jWVAf,HAPPY CUSTOMER CASHING OUT DIRECTLY FORM CHASE BANK,0:00,0.07,0,Transaction,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtube.com/shorts/qwyDEPFLyR8?si=UowwTVAIA3TrOcac,Flipkart Order Scam,0:00,1:30,1,Transaction,1,Scam involving UPI apps,0:50,Victim asked to pay 5 rupees to verify address,Customer service,1,Unverified address,0:30,Message claiming address verification issue,Claimed benefit,1,Scam awareness,1:20,Learned about the scam from Flipkart customer care,,,,,
https://youtube.com/shorts/vp9O-tEwcaA?si=3JVOCfgcT8MkorF3,UPI Scam Alert,0:00,1:30,1,Transaction,1,UPI scam involving fake refund requests,0:45,Scammers ask to send money via link claiming accidental transfer,Customer service,1,None,N/A,N/A,Claimed benefit,1,Scam awareness,1:20,Warns about UPI scam method,,,,,
https://youtube.com/shorts/-Q2RBrKHi80?si=MIMyPtaoeh_aLYi7,UPI Scam Alert,0:00,1:30,1,Transactions,1,UPI scam involving fake payment demonstration,0:20,Scammers show fake payment screens to trick shop owners,Customer service,1,None,N/A,N/A,Claimed benefit,1,Scam awareness,1:15,Warns about UPI scam methods and the importance of notification systems,,,,,
https://youtube.com/shorts/vp9O-tEwcaA?si=D66HfheeFvPGHuqi,UPI Scam Alert,0:00,1:30,1,Transactions,1,UPI scam involving fake refund requests,0:15,Scammers request a refund via a link to steal bank details,Customer service,1,None,N/A,N/A,Claimed benefit,1,Scam awareness,1:20,Warns about UPI scam methods and how to avoid them,,,,,
https://youtube.com/shorts/89o6lSLwxp8?si=0kEMA9sKzENnnDt5,UPI Wrong Transfer Refund,0:00,1:30,0,Transactions,0,Wrong transfer issues,0:05,"Transferred money to wrong UPI number, process for refund",Customer service,0,None,N/A,N/A,Claimed benefit,0,Problem resolution,1:20,Possible to get refund if actions are taken quickly,Service types,0,None,N/A,N/A
https://youtube.com/shorts/Y9-8y5Smtmc?si=ruBzBauAPCpi64Ye,UPI Update for Hospitals & Education,0:00,1:30,0,Transactions,0,Increased transaction limit,0:10,"Allows transactions up to ₹5 lakhs now, previously limited to ₹1 lakh",Customer service,0,None,N/A,N/A,Claimed benefit,1,Government initiative,0:30,Facilitates easy and smooth payments in hospitals and educational institutes,Service types,0,None,N/A,N/A
https://youtube.com/shorts/tvBxNd_7Uyg?si=tRaqNZVLWZbjlxTn,How to Get Your Money Back,0:00,1:30,0,Fraud recovery,0,Steps to recover lost money,0:10,Guide to submitting complaint on NPCI website for UPI transactions,Customer service,0,NPCI UPI complaint,0:30,Detailed process for selecting transaction type and entering details on NPCI website,Claimed benefit,0,Money recovery,1:00,Assurance of getting money back within few days,Service types,0,None,N/A,N/A
https://youtube.com/shorts/jVoG8hvBeME?si=aSmzLPCL8z1Z4URg,Beware of Paytm/UPI Scams,0:00,1:30,0,Transactions,0,Emotional manipulation scam,0:10,Description of scam where caller emotionally manipulates to return mistakenly sent money,Customer Service,0,False emotional appeals,0:30,How to recognize emotional manipulation and avoid falling victim,Claimed Benefits,0,Scam detection,1:00,Importance of verifying caller details before sharing any information,Service Types,0,None,N/A,N/A
https://youtube.com/shorts/SBcnPDMe1xk?si=l14KZA7PfvBiP7ZS,RBI Debit Card Safety Features,0:00,1:30,0,Transactions,0,None,N/A,N/A,Customer service,0,None,N/A,N/A,Claimed benefit,0,Improved security,0:15,Four new safety features added to debit cards to reduce fraud,Service types,0,None,N/A,N/A
https://youtube.com/shorts/3szjktxoPwo?si=H6sdSPSIbtl3MzXU,UPI Safety Tips for Festive Shopping,0:00,1:30,1,Service types,1,Fraudulent Offers,0:15,Risks of fraudulent offers during festive seasons,Transaction,1,Security Risks,0:45,Risks associated with QR code scanning,Awareness,1,Prevention Tips,1:10,Tips to avoid fraud during festive shopping,Financial Safety,1,Awareness,1:25,Importance of caution
https://youtube.com/shorts/6hOJphDo96E?si=xiw91L8oJNb5PSRt,Clarifying UPI 1.1% Fee Misinformation,0:00,1:30,0,Transactions,0,,0:15,No fee for end consumers on UPI transactions,Customer Service,0,reporting about marchants handling,0:30,Merchants will handle the 1.1% fee,Claimed Benefit,0,0,1:00,Wallet to merchant UPI transactions are fee-free for consumers,Service Types,0,1,1:15,"Merchants might pass the fee to consumers, similar to credit card payments"
https://youtube.com/shorts/0Wt04GUaz-U?si=QZlPoADKdqodTwYs,Awareness on UPI Fraud,0:00,1:30,1,Transaction,1,Potential Fraud,0:15,Fraud risks associated with entering UPI PIN for receiving money,Customer service,0,Avoidance Strategy,0:45,Tips to avoid UPI fraud,Claimed benefit,1,Informative,1:10,Educating users about safe UPI practices,-,0,-,-,-
https://youtube.com/shorts/RXH4BFBHeIc?si=8YN8WMivREMFUxIs,Beware of New UPI Scam,0:00,1:30,1,Transactions,1,Fake money transfer,0:10,Scammer sends fake ₹200 or ₹500.,Customer service,1,Scam website,0:45,Link to fake payment site.,Claimed benefit,1,False urgency,1:15,Pretends to need refund quickly.,Service types,1,Phishing attempt,1:25,Collects bank details.
https://youtube.com/shorts/RM89i7rXQRo?si=JbTeEZpAV54W97cs,UPI Scam Awareness,0:00,1:30,1,Transactions,1,Fraudulent refunds,0:10,Scammers initiate small transactions and request refunds.,Customer service,1,Account hacking,0:40,Refunding leads to phone hacking and bank account theft.,Claimed benefit,1,Exploiting trust,1:00,Scammers use trust to convince victims to refund.,Service types,1,Spread information,1:20,Sharing knowledge to prevent scams.
https://youtube.com/shorts/WwyNyz1f8Qc?si=gbikLWAWeSTe4HlF,Fake Army Officials UPI Scams,0:00,1:30,1,Service types,1,Fake army officers scam,0:10,Scammers posing as army officers for trust.,Transactions,1,QR code/UPI request,0:45,Scammers send QR codes or UPI requests.,Customer Service,1,Fake identity verification,1:00,Video calls in uniform to gain trust.,Claimed Benefit,1,OTP caution,1:20,No need for OTP for receiving payments
https://youtube.com/shorts/nNTAex9nJ9s?si=nrPmQ7DcA6TB36oG,Hidden Features in Google Pay You Never Noticed,0:00,1:30,0,Transactions,0,0,0:10,Tap and Pay feature with NFC-enabled phones.,Service types,0,0,0:45,Split expenses with friends.,Customer Service,0,0,1:00,Send payment reminders to friends.,Customer Service,0,Contact to bank,1:15,Block contacts directly on GPay.
https://youtube.com/shorts/yCGmilYAeEY?si=3LU7M2sef46mPnA5,Understanding the Third Wave of UPI Scams,0:00,1:30,1,Transaction,1,OLX and Quickr Scam,0:10,Scammers posing as Indian Army officers.,Profession-based scams,1,Targeting professionals and businessmen.,0:45,Preying on trust and urgency in transactions.,High-profile targets,1,Misleading identity claims,1:15,Exploiting personal information shared.,Sophisticated tactics,1,Social engineering,1:25,Manipulation of emotions and trust
https://youtube.com/shorts/cFtBIFiw-Wk?si=6Nd4gKDB_pul5Ae_,UPI Scam Awareness,0:00,1:30,1,Transactions,1,Scam attempt,0:15,Customer tricked into scanning QR code to make payment,Customer service,1,None,N/A,N/A,Claimed benefit,1,None,N/A,N/A,Service types,0,None,N/A,N/A
https://x.com/RangersReview55/status/1567212877085294592,"I have no regrets at all, none…it seems we have loads of money already now in the bank, which is not the case.”

Rangers boss Giovanni van Bronckhorst says he is happy with his squad",0:00,1:21,0,Transaction,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/YO24LzsevLY?si=SSZ83VxZbebnZpqw,How to Pay GST Online with ICICI Bank Corporate Internet Banking,0:00,1:21,0,Service Types,0,No complaint,,No cause,,,,,,,,,,,,,,,
